/mnt/data-poseidon/kshitij/Speaker-recognition/train_wav_16khz/
p253_327.wav	50552
p232_055.wav	28732
p282_258.wav	66236
p240_026.wav	28719
p254_343.wav	28685
p285_333.wav	36263
p262_223.wav	60133
p270_381.wav	40321
p288_342.wav	54656
p262_246.wav	73755
p273_295.wav	47144
p286_207.wav	31408
p251_009.wav	79906
p255_022.wav	125671
p266_226.wav	32831
p254_155.wav	35581
p254_207.wav	69706
p284_334.wav	46479
p269_109.wav	50586
p271_117.wav	58746
p279_267.wav	60159
p277_244.wav	68319
p275_026.wav	66906
p266_153.wav	71759
p266_295.wav	46448
p279_321.wav	67597
p279_338.wav	38253
p254_304.wav	69015
p277_233.wav	63519
p251_341.wav	52635
p288_223.wav	36893
p286_287.wav	44385
p272_135.wav	66961
p240_307.wav	56013
p260_169.wav	41033
p257_041.wav	27385
p250_058.wav	37591
p277_025.wav	63512
p272_112.wav	40314
p254_024.wav	129044
p261_045.wav	42394
p279_190.wav	55328
p229_115.wav	34891
p270_368.wav	40978
p229_285.wav	41008
p261_207.wav	36248
p255_239.wav	46427
p283_260.wav	42332
p288_329.wav	56735
p272_180.wav	47178
p260_020.wav	73091
p269_165.wav	45091
p255_097.wav	40363
p259_182.wav	54669
p284_232.wav	63552
p286_211.wav	44439
p255_225.wav	57424
p272_235.wav	37607
p285_062.wav	39631
p248_194.wav	60103
p232_322.wav	47831
p273_052.wav	38314
p288_320.wav	30058
p254_308.wav	40357
p262_222.wav	44459
p288_180.wav	54012
p272_339.wav	71747
p258_052.wav	60141
p254_099.wav	36197
p229_191.wav	33532
p229_009.wav	65629
p254_229.wav	48478
p269_214.wav	84702
p257_184.wav	52602
p269_238.wav	43066
p262_377.wav	43773
p251_221.wav	78592
p269_227.wav	67639
p257_220.wav	32105
p270_313.wav	43734
p262_243.wav	58726
p269_317.wav	45750
p282_181.wav	30734
p229_105.wav	41033
p240_100.wav	43752
p270_048.wav	73791
p255_065.wav	51904
p250_040.wav	45135
p282_308.wav	88076
p282_263.wav	68301
p240_330.wav	38988
p258_228.wav	73054
p258_128.wav	53329
p253_212.wav	70350
p288_132.wav	80620
p277_033.wav	75804
p257_052.wav	34880
p253_001.wav	43700
p286_196.wav	45779
p269_179.wav	60767
p283_270.wav	44383
p251_162.wav	45103
p259_472.wav	51231
p282_062.wav	43774
p258_343.wav	36948
p270_229.wav	36245
p286_439.wav	51952
p273_022.wav	111298
p261_168.wav	32785
p253_239.wav	30753
p259_424.wav	48513
p270_003.wav	137902
p270_112.wav	36896
p240_273.wav	44402
p284_226.wav	35525
p232_072.wav	42358
p285_112.wav	28738
p286_303.wav	47175
p283_464.wav	51253
p261_267.wav	32820
p282_365.wav	63500
p272_384.wav	65613
p284_387.wav	39605
p262_162.wav	79953
p279_396.wav	31449
p275_311.wav	67622
p251_115.wav	47189
p253_358.wav	23276
p284_376.wav	39680
p277_003.wav	124973
p286_295.wav	60148
p248_245.wav	35565
p266_259.wav	57407
p229_086.wav	69641
p270_009.wav	86732
p286_025.wav	52592
p251_296.wav	68295
p284_101.wav	31415
p240_023.wav	164558
p269_373.wav	63565
p288_364.wav	69714
p269_349.wav	60128
p258_156.wav	65620
p282_007.wav	76464
p286_294.wav	48492
p285_040.wav	51285
p275_152.wav	77828
p251_068.wav	47801
p269_018.wav	89447
p232_355.wav	64921
p260_307.wav	26652
p275_066.wav	55997
p253_059.wav	41015
p282_030.wav	39620
p277_030.wav	38293
p229_006.wav	86039
p285_193.wav	54681
p283_023.wav	189117
p253_262.wav	84021
p269_053.wav	40303
p273_332.wav	36907
p258_330.wav	28696
p229_061.wav	34162
p266_100.wav	42352
p257_335.wav	25316
p261_430.wav	53255
p262_061.wav	39645
p257_310.wav	26668
p270_373.wav	38301
p262_149.wav	41690
p258_282.wav	28012
p248_271.wav	50578
p288_272.wav	60763
p284_162.wav	39674
p284_027.wav	28719
p271_195.wav	54010
p251_073.wav	39656
p251_141.wav	41040
p266_212.wav	64201
p279_164.wav	70345
p277_409.wav	82681
p258_133.wav	79930
p266_144.wav	73107
p266_148.wav	42411
p259_053.wav	42407
p272_036.wav	27383
p275_316.wav	49854
p288_397.wav	35564
p282_262.wav	92861
p261_322.wav	58051
p262_153.wav	33508
p286_370.wav	32815
p269_085.wav	68996
p261_145.wav	38315
p273_364.wav	37556
p286_241.wav	60160
p248_360.wav	45777
p250_268.wav	41019
p271_243.wav	46483
p282_141.wav	46488
p266_124.wav	39628
p277_049.wav	79230
p271_272.wav	49169
p283_179.wav	47815
p248_051.wav	43765
p255_111.wav	67646
p258_317.wav	28677
p229_111.wav	30109
p254_361.wav	58774
p257_337.wav	38234
p282_344.wav	74430
p259_250.wav	56008
p254_301.wav	58723
p259_190.wav	47806
p272_177.wav	70332
p248_319.wav	56037
p277_202.wav	68352
p271_205.wav	62124
p284_331.wav	30064
p262_058.wav	38950
p257_254.wav	43043
p250_166.wav	43069
p288_035.wav	62208
p254_123.wav	67632
p262_062.wav	79196
p259_359.wav	87444
p262_069.wav	49847
p279_225.wav	39680
p270_189.wav	47799
p288_087.wav	71070
p253_203.wav	36890
p284_353.wav	53330
p255_003.wav	144124
p269_088.wav	53951
p261_227.wav	66288
p240_251.wav	86724
p261_071.wav	40308
p285_126.wav	46495
p254_402.wav	30123
p261_099.wav	45104
p272_062.wav	40995
p277_349.wav	38936
p275_087.wav	59454
p248_301.wav	71005
p260_005.wav	90812
p270_127.wav	63538
p248_352.wav	38980
p285_294.wav	42352
p288_348.wav	71083
p282_195.wav	32166
p255_296.wav	63542
p257_115.wav	35531
p284_201.wav	48514
p285_035.wav	64187
p282_213.wav	74450
p277_234.wav	28740
p277_170.wav	28699
p273_341.wav	59426
p255_311.wav	52627
p288_085.wav	68349
p255_209.wav	40350
p273_043.wav	60760
p257_207.wav	60797
p275_031.wav	41014
p282_210.wav	86739
p251_249.wav	52649
p240_112.wav	54690
p254_217.wav	33502
p271_030.wav	62157
p229_093.wav	45789
p273_067.wav	45804
p232_165.wav	30064
p229_109.wav	44416
p240_021.wav	142023
p284_168.wav	42346
p279_030.wav	59431
p258_163.wav	53318
p285_388.wav	39669
p284_051.wav	36927
p251_002.wav	71042
p260_003.wav	107916
p285_332.wav	54654
p288_192.wav	75179
p261_311.wav	43041
p229_192.wav	60107
p285_096.wav	68970
p286_089.wav	40294
p283_148.wav	49844
