/mnt/data-artemis/kshitij/TEMP/Speaker-recognition/train_wav_files/
7491-114606-0041.wav	109280
608-123154-0026.wav	156720
4090-183984-0001.wav	237120
6333-39676-0047.wav	114640
2270-3547-0048.wav	98480
844-135042-0022.wav	250320
844-133697-0024.wav	196640
6333-39678-0048.wav	210080
51-121055-0063.wav	41200
2792-152929-0011.wav	194160
6333-39678-0002.wav	84480
608-123194-0019.wav	244320
6625-60547-0019.wav	154560
5183-29124-0039.wav	203360
8009-283568-0017.wav	260400
5183-68763-0031.wav	240161
8587-295524-0036.wav	48240
1200-135067-0033.wav	239440
2792-144136-0054.wav	259840
6418-39653-0034.wav	231120
3179-7142-0008.wav	239120
8587-295524-0018.wav	135280
5183-29124-0020.wav	37200
313-127992-0000.wav	177760
5424-291181-0030.wav	41040
2568-156115-0051.wav	238000
2568-156115-0036.wav	75120
6418-39656-0037.wav	129760
5183-29124-0013.wav	240240
5983-39669-0045.wav	146640
5874-52159-0020.wav	88880
5424-280358-0004.wav	143280
3179-7142-0005.wav	230560
8587-281197-0041.wav	249040
2792-144136-0058.wav	81760
5183-66175-0020.wav	268080
2339-181101-0007.wav	151040
313-122804-0017.wav	120400
8587-295533-0001.wav	173680
3557-8342-0040.wav	36880
3557-8342-0057.wav	232400
3179-7142-0014.wav	213840
4263-14180-0006.wav	100880
5874-52160-0091.wav	122320
2339-181100-0009.wav	34640
3179-7135-0028.wav	109760
4352-893-0033.wav	197120
313-127997-0041.wav	161200
2568-156116-0006.wav	158000
3557-159359-0007.wav	75040
51-121055-0106.wav	41760
8009-291933-0023.wav	98560
3179-7153-0005.wav	238480
51-121055-0204.wav	43520
6333-39676-0032.wav	88160
8009-282531-0005.wav	71840
5424-296464-0007.wav	78320
4090-183978-0044.wav	29200
51-121055-0021.wav	71280
3557-8342-0078.wav	230880
6227-60173-0061.wav	87680
4263-16187-0002.wav	73840
3665-8587-0010.wav	74880
7491-114606-0034.wav	40080
4263-14180-0007.wav	90800
8009-291933-0028.wav	240160
2339-158764-0040.wav	49600
8587-295524-0007.wav	57680
608-123154-0040.wav	244720
7871-107225-0040.wav	237200
7491-114605-0048.wav	234480
6418-39656-0010.wav	142720
5874-52159-0029.wav	96400
7491-114606-0053.wav	68880
6418-39653-0036.wav	88720
3665-8587-0122.wav	36240
127-129390-0076.wav	198400
5183-29124-0017.wav	240320
5424-291181-0016.wav	230080
6333-39678-0058.wav	152480
3665-8589-0013.wav	232720
7871-107225-0033.wav	83360
4422-23271-0001.wav	180800
4263-14180-0021.wav	73360
51-121055-0054.wav	245280
2339-181100-0043.wav	69360
4352-16038-0023.wav	241440
127-129385-0051.wav	43760
1230-139216-0031.wav	201440
4263-16187-0011.wav	207280
8009-283568-0022.wav	194080
3557-8341-0033.wav	235520
5424-291181-0042.wav	150160
8587-295525-0030.wav	131760
127-129385-0052.wav	26000
51-121055-0081.wav	101840
3665-8587-0135.wav	132160
2339-158764-0053.wav	31120
4352-10940-0024.wav	44320
2568-156117-0026.wav	245520
8009-284678-0000.wav	181440
2339-158764-0069.wav	63840
8587-295524-0045.wav	189040
127-129385-0097.wav	126240
7491-110524-0021.wav	149120
313-127992-0021.wav	256720
127-129390-0053.wav	64400
3665-8589-0021.wav	64000
4263-20411-0039.wav	185760
844-135042-0034.wav	59200
6418-39654-0013.wav	120000
8009-282531-0017.wav	41760
